Timestamp,Nama Tempat Makan,Lokasi Tempat Makan,Nama Menu,Kategori Tempat,Harga,Kategori Harga,Tujuan Makan,Lauk/Bahan Utama,Rasa,Waktu Makan,Waktu Makan
6/2/2026 20:41:09,Batterhub Tembalang,Tirto Agung,Sosis Crispy,Fast Food,12000,Hemat,Cemilan,Sosis,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:42:13,Batterhub Tembalang,Tirto Agung,Platter Mix,Fast Food,15000,Hemat,Cemilan,"Kentang, Ayam, Sosis","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:43:17,Kedai Wakamsi,Klentengsari,Nasi Ayam Asam Manis,Burjo,18000,Sedang,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:44:21,Kedai Wakamsi,Klentengsari,Nasi Cumi Asam Manis,Burjo,"20,000",Sedang,Kenyang,"Seafood, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:45:25,Kedai Wakamsi,Klentengsari,Nasi Ayam Cabe Garam,Burjo,"18,000",Sedang,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:46:29,Kedai Wakamsi,Klentengsari,Nasi Cumi Cabe Garam,Burjo,"20,000",Sedang,Kenyang,"Seafood, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:47:33,Kedai Wakamsi,Klentengsari,Nasi Ayam Mentega,Burjo,"18,000",Sedang,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:48:37,Kedai Wakamsi,Klentengsari,Nasi Cumi Mentega,Burjo,"20,000",Sedang,Kenyang,"Seafood, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:49:41,Kedai Wakamsi,Klentengsari,Nasi Ayam Wakamsi,Burjo,"18,000",Sedang,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:50:45,Kedai Wakamsi,Klentengsari,Nasi Cumi Wakamsi,Burjo,"20,000",Sedang,Kenyang,"Seafood, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:51:49,Kedai Wakamsi,Klentengsari,Nasi Ayam Bali,Burjo,"15,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:52:53,Kedai Wakamsi,Klentengsari,Nasi Ayam Bali Crispy,Burjo,"17,000",Sedang,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:53:57,Kedai Wakamsi,Klentengsari,Nasi Orak Arik Ayam,Burjo,"16,000",Sedang,Kenyang,"Ayam, Telur, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:55:01,Kedai Wakamsi,Klentengsari,Nasi Ayam Geprek Lumer,Burjo,"16,000",Sedang,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:56:05,Kedai Wakamsi,Klentengsari,Gongso Kuah Ayam,Burjo,"17,000",Sedang,Kenyang,Ayam,"Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:57:09,Kedai Wakamsi,Klentengsari,Gongso Kuah Telur,Burjo,"15,000",Hemat,Kenyang,Telur,"Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:58:13,Kedai Wakamsi,Klentengsari,Nasi Sarden,Burjo,"16,000",Sedang,Kenyang,"Ikan, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 20:59:17,Kedai Wakamsi,Klentengsari,Nasi Omelet,Burjo,"16,000",Sedang,Kenyang,"Telur, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:00:21,Kedai Wakamsi,Klentengsari,Nasi Omelet Lumer,Burjo,"18,000",Sedang,Kenyang,"Telur, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:01:25,Kedai Wakamsi,Klentengsari,Kwetiau Ayam,Burjo,"20,000",Sedang,Kenyang,"Ayam, Mie","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:02:29,Kedai Wakamsi,Klentengsari,Kwetiau Seafood Goreng,Burjo,"22,000",Sedang,Kenyang,"Seafood, Mie","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:03:33,Kedai Wakamsi,Klentengsari,Kwetiau Seafood Rebus,Burjo,"22,000",Sedang,Kenyang,"Seafood, Mie","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:04:37,Kedai Wakamsi,Klentengsari,Mie Bangladesh,Burjo,"14,000",Hemat,Kenyang,"Telur, Mie","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:05:41,Kedai Wakamsi,Klentengsari,Nasi Goreng Telur Sosis,Burjo,"15,000",Hemat,Kenyang,"Telur, Nasi,  Sosis","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:06:45,Kedai Wakamsi,Klentengsari,Nasi Goreng Wakamsi,Burjo,"17,000",Sedang,Kenyang,"Telur, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:07:49,Kedai Wakamsi,Klentengsari,Nasi Goreng Seafood,Burjo,"22,000",Sedang,Kenyang,"Seafood, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:08:53,Kedai Wakamsi,Klentengsari,Mix Platter,Burjo,"15,000",Hemat,Cemilan,Kentang,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:09:57,Kedai Wakamsi,Klentengsari,French Fries,Burjo,"10,000",Sangat Hemat,Cemilan,Kentang,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:11:01,Kedai Wakamsi,Klentengsari,Enoki Crispy,Burjo,"12,000",Hemat,Cemilan,Gorengan,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:12:05,Kedai Wakamsi,Klentengsari,Cireng,Burjo,"12,000",Hemat,Cemilan,Gorengan,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:13:09,Kedai Wakamsi,Klentengsari,Intel,Burjo,"10,000",Sangat Hemat,Kenyang,Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:14:13,Kedai Wakamsi,Klentengsari,Indomie Aja,Burjo,"8,000",Sangat Hemat,Cemilan,Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:15:17,Kedai Wakamsi,Klentengsari,Indomie Batam Geprek Mozza,Burjo,"18,000",Sedang,Kenyang,Mie,"Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:16:21,Kedai Wakamsi,Klentengsari,Indomie Telur Sosis,Burjo,"13,000",Hemat,Kenyang,Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:17:25,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Barbeque Single,Burjo,"20,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:18:29,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Barbeque Double,Burjo,"27,000",Mahal,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:19:33,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Lada Hitam Single,Burjo,"20,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:20:37,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Lada Hitam Double,Burjo,"27,000",Mahal,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:21:41,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Keju Single,Burjo,"20,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:22:45,Kedai Wakamsi,Klentengsari,Crispy Chicken Steak Keju Double,Burjo,"27,000",Mahal,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:23:49,Kedai Wakamsi,Klentengsari,Roti Bakar Selai All,Burjo,"10,000",Sangat Hemat,Cemilan,Roti,Manis,Makan Malam,
6/2/2026 21:24:53,Kedai Wakamsi,Klentengsari,Roti Bakar Keju,Burjo,"12,000",Hemat,Cemilan,Roti,Manis,Makan Malam,
6/2/2026 21:25:57,Kedai Wakamsi,Klentengsari,Pancong Coklat,Burjo,"10,000",Sangat Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:27:01,Kedai Wakamsi,Klentengsari,Pancong Choco,Burjo,"13,000",Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:28:05,Kedai Wakamsi,Klentengsari,Pancong Tiramisu,Burjo,"13,000",Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:29:09,Kedai Wakamsi,Klentengsari,Pancong Milo,Burjo,"13,000",Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:30:13,Kedai Wakamsi,Klentengsari,Pancong Green Tea,Burjo,"13,000",Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:31:17,Kedai Wakamsi,Klentengsari,Pancong Keju,Burjo,"13,000",Hemat,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:32:21,Kedai Wakamsi,Klentengsari,Pancong Nutella,Burjo,"17,000",Sedang,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:33:25,Kedai Wakamsi,Klentengsari,Pancong Oreo Ice Cream,Burjo,"17,000",Sedang,Cemilan,Pancong,Manis,Makan Malam,
6/2/2026 21:34:29,Burjo Kane,Jatimulyo,Indomie Goreng/Rebus,Burjo,"8,000",Sangat Hemat,Kenyang,Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:35:33,Burjo Kane,Jatimulyo,Indomie Kuah Susu,Burjo,"10,000",Sangat Hemat,Kenyang,Mie,"Tidak Pedas, Gurih",Makan Malam,
6/2/2026 21:36:37,Burjo Kane,Jatimulyo,Mie Nyemek,Burjo,"12,000",Hemat,Kenyang,Mie,"Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:37:41,Burjo Kane,Jatimulyo,Nasi Telur Barendo Matah,Burjo,"13,000",Hemat,Kenyang,"Telur, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:38:45,Burjo Kane,Jatimulyo,Nasi Telur Barendo Kari,Burjo,"13,000",Hemat,Kenyang,"Telur, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:39:49,Burjo Kane,Jatimulyo,Nasi Gila,Burjo,"13,000",Hemat,Kenyang,"Telur, Nasi,  Sosis","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:40:53,Burjo Kane,Jatimulyo,Nasi Ayam Balap,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:41:57,Burjo Kane,Jatimulyo,Napi Original,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:43:01,Burjo Kane,Jatimulyo,Napi Teriyaki,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:44:05,Burjo Kane,Jatimulyo,Napi Blackpepper,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:45:09,Burjo Kane,Jatimulyo,Napi Matah,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:46:13,Burjo Kane,Jatimulyo,Napi Korean Sauce,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:47:17,Burjo Kane,Jatimulyo,Napi Spicy BBQ,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:48:21,Burjo Kane,Jatimulyo,Napi Salted Egg,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:49:25,Burjo Kane,Jatimulyo,Napi Mushroom Sauce,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:50:29,Burjo Kane,Jatimulyo,Napi Cabe Garam,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:51:33,Burjo Kane,Jatimulyo,Napi Curry,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:52:37,Burjo Kane,Jatimulyo,Napi Cheese,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:53:41,Burjo Kane,Jatimulyo,Napi Honey Garlic,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Manis/Gurih",Makan Malam,
6/2/2026 21:54:45,Burjo Kane,Jatimulyo,Naka Original,Burjo,"13,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:55:49,Burjo Kane,Jatimulyo,Naka Teriyaki,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:56:53,Burjo Kane,Jatimulyo,Naka Blackpepper,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:57:57,Burjo Kane,Jatimulyo,Naka Matah,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Pedas, Asin/Gurih",Makan Malam,
6/2/2026 21:59:01,Burjo Kane,Jatimulyo,Naka Korean Sauce,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:00:05,Burjo Kane,Jatimulyo,Naka Smoke BBQ,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:01:09,Burjo Kane,Jatimulyo,Naka Salted Egg,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:02:13,Burjo Kane,Jatimulyo,Naka Mushroom Sauce,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:03:17,Burjo Kane,Jatimulyo,Naka Curry,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:04:21,Burjo Kane,Jatimulyo,Naka Cheese,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:05:25,Burjo Kane,Jatimulyo,Naka Honey Garlic,Burjo,"14,000",Hemat,Kenyang,"Ayam, Nasi","Tidak Pedas, Manis/Gurih",Makan Malam,
6/2/2026 22:06:29,Burjo Kane,Jatimulyo,Kwetiau Kane,Burjo,"15,000",Hemat,Kenyang,Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:07:33,Burjo Kane,Jatimulyo,Nasgor Kane,Burjo,"14,000",Hemat,Kenyang,"Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:08:37,Burjo Kane,Jatimulyo,Baked Rice Curry,Burjo,"15,000",Hemat,Kenyang,Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:09:41,Burjo Kane,Jatimulyo,Baked Rice Mushroom,Burjo,"15,000",Hemat,Kenyang,Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:10:45,Burjo Kane,Jatimulyo,Baked Rice Sausage,Burjo,"15,000",Hemat,Kenyang,"Nasi, Sosis","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:11:49,Burjo Kane,Jatimulyo,Chicken Crispy Steak Cheese,Burjo,"18,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:12:53,Burjo Kane,Jatimulyo,Chicken Crispy Steak BBQ,Burjo,"18,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:13:57,Burjo Kane,Jatimulyo,Chicken Crispy Steak Mushroom,Burjo,"18,000",Sedang,Kenyang,Ayam,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:15:01,Burjo Kane,Jatimulyo,Beef Teriyaki,Burjo,"20,000",Sedang,Kenyang,"Daging, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:16:05,Burjo Kane,Jatimulyo,Beef Blackpepper,Burjo,"20,000",Sedang,Kenyang,"Daging, Nasi","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:17:09,Burjo BP,Bulusan,Nasi Ayam Balap,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:18:13,Burjo BP,Bulusan,Nasi Ayam Geprek,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:19:17,Burjo BP,Bulusan,Nasi Ayam Bali Suwir,Burjo,13000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:20:21,Burjo BP,Bulusan,Nasi Ayam Bali Crispy,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:21:25,Burjo BP,Bulusan,Nasi Usus,Burjo,12000,Hemat,"Kenyang, Praktis","Nasi, Jeroan","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:22:29,Burjo BP,Bulusan,Nasi Ati Ampela,Burjo,12000,Hemat,"Kenyang, Praktis","Nasi, Jeroan","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:23:33,Burjo BP,Bulusan,Nasi Sarden,Burjo,12000,Hemat,"Kenyang, Praktis","Nasi, Ikan, Sarden","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:24:37,Burjo BP,Bulusan,Nasi Gila,Burjo,17000,Sedang,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:25:41,Burjo BP,Bulusan,Nasi Ayam Rica,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:26:45,Burjo BP,Bulusan,Nasi Rames,Burjo,7000,Sangat Hemat,"Kenyang, Praktis","Nasi, Sayur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:27:49,Burjo BP,Bulusan,Nasi Orak-Arik Ayam,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:28:53,Burjo BP,Bulusan,Nasi Orak-Arik Telur,Burjo,12000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:29:57,Burjo BP,Bulusan,Nasi Orak-Arik Sosis,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Sosis","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:31:01,Burjo BP,Bulusan,Nasi Orak-Arik Bakso,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Bakso","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:32:05,Burjo BP,Bulusan,Nasi Telur Dadar / Ceplok,Burjo,10000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:33:09,Burjo BP,Bulusan,Nasi Ceplok Balado,Burjo,11000,Hemat,"Kenyang, Praktis","Nasi, Telur","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:34:13,Burjo BP,Bulusan,Nasi Ayam Balado,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:35:17,Burjo BP,Bulusan,Nasi Omelette,Burjo,13000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 22:36:21,Burjo BP,Bulusan,Nasi Omelette Indomie,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Telur, Mie","Tidak Pedas, Asin/Gurih",Larut Malam,
6/2/2026 22:37:25,Burjo BP,Bulusan,Nasi Goreng,Burjo,12000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:38:29,Burjo BP,Bulusan,Nasi Goreng Derfa,Burjo,15000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:39:33,Burjo BP,Bulusan,Nasi Goreng Spesial,Burjo,17000,Sedang,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 22:40:37,Burjo BP,Bulusan,Nasi Magelangan,Burjo,13000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
